spl_id,set_id,product_names,generic_names,manufacturer,appr_num,active_ingredients,routes,dosage_forms,market_categories,doc_type,revised_date,is_rld,is_rs
f594a15c-043f-4ddd-ad15-cf3a01e6b17e,3f9f9b4f-bf6c-4b57-ac1a-98fd1a9a369d,Flavalta,Lidocaine Hydrochloride and Epinephrine,"Septodont, Inc.",NDA216564,Epinephrine Bitartrate,,"INJECTION, SOLUTION",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-24,0,0
dac17f96-6c26-41e4-bd42-92aff75d339e,5ca20ed4-da4f-463c-ac2a-ccd6ab3774fa,ADSTILADRIN,nadofaragene firadenovec-vncg,Ferring Pharmaceuticals Inc.,BLA125700,NADOFARAGENE FIRADENOVEC,,SUSPENSION,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-24,0,0
79cceaca-e0dc-474e-a3c3-ec471570855e,9ef08e09-1098-35cc-e053-2a95a90a3e1d,NURTEC ODT,rimegepant sulfate,Pfizer Laboratories Div Pfizer Inc,NDA212728,RIMEGEPANT SULFATE,,"TABLET, ORALLY DISINTEGRATING",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-24,1,1
4dc870e1-0b0c-9b87-e063-6294a90a1845,b687ba81-cb24-bbdf-5dd9-ab0e53dd480b,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,AvPAK,ANDA090548,ATORVASTATIN CALCIUM PROPYLENE GLYCOL SOLVATE,,"TABLET, FILM COATED",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-24,0,0
4dc7edc1-b426-ac49-e063-6294a90af71b,3643ab1b-9f8f-b2f4-e02d-950d0a02e587,Diclofenac Sodium and Misoprostol,Diclofenac Sodium and Misoprostol,AvKARE,ANDA201089,DICLOFENAC SODIUM; MISOPROSTOL,,"TABLET, DELAYED RELEASE",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-24,0,0
4dc67a0e-7341-0e58-e063-6294a90a1c6a,2cbcc99d-9107-4d39-a1e9-e19305de8b5d,Warfarin Sodium,Warfarin,REMEDYREPACK INC.,ANDA202202,WARFARIN SODIUM,,TABLET,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-24,0,0
4dc53fa6-22ad-c2f5-e063-6394a90a526a,c66de0d3-3b0f-4e52-a712-60357a107676,epinephrine,epinephrine,REMEDYREPACK INC.,NDA020800,EPINEPHRINE,,INJECTION,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-24,1,1
ca8057b2-9aec-43bc-8525-cf8091433c71,6b4040a2-a5c5-4ff0-ab45-935d7e49cf78,ALYMSYS,bevacizumab-maly,Amneal Pharmaceuticals LLC,BLA761231,BEVACIZUMAB,,"INJECTION, SOLUTION",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-23,0,0
4dd1ba70-4209-9711-e063-6294a90ae979,6a279fe1-ed99-4a62-b2c7-831961470fa9,"Olanzapine
Intramuscular",Olanzapine,UBI Pharma Inc.,ANDA211072,OLANZAPINE,,"INJECTION, POWDER, FOR SOLUTION",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-23,0,0
4db9f4b8-b6e0-f6e9-e063-6294a90a9f60,4db9f4b8-b6df-f6e9-e063-6294a90a9f60,Esomeprazole Magnesium,Esomeprazole Magnesium,AvPAK,ANDA078279,ESOMEPRAZOLE MAGNESIUM,,"CAPSULE, DELAYED RELEASE",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-23,0,0
4db5d7ee-26d2-416e-e063-6394a90a1e25,e20c9a89-2a81-3c6e-e053-2995a90a9861,Glycopyrrolate Oral Solution,Glycopyrrolate Oral Solution,"Sun Pharmaceutical Industries, Inc.",ANDA212467,GLYCOPYRROLATE,,LIQUID,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-23,0,0
4db30371-c0ff-29b9-e063-6294a90ad6ff,351e28ca-3ae6-e535-e063-6394a90a9fb7,TADALAFIL,tadalafil,"Aphena Pharma Solutions - Tennessee, LLC		",ANDA210609,TADALAFIL,,TABLET,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-23,0,0
4db2ef95-8537-dfa7-e063-6394a90aaf9b,56370be6-42a2-4962-acdc-22b7c6e0e7fe,ziprasidone hydrochloride,ziprasidone hydrochloride,REMEDYREPACK INC.,ANDA077565,ZIPRASIDONE HYDROCHLORIDE,,CAPSULE,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-23,0,0
4db2ad18-c1a0-81b8-e063-6394a90ac1d1,29b6b4ca-aeef-1295-e063-6394a90a21b9,Varenicline,Varenicline tartrate,"Marlex Pharmaceuticals, Inc.",ANDA217283,VARENICLINE TARTRATE,,"TABLET, FILM COATED",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-23,0,0
4db0df39-ce1f-bb08-e063-6294a90a3a4a,4951ec29-609b-4836-b0e4-0d9c1d6ae6fe,Buprenorphine and Naloxone,buprenorphine and naloxone,"INGENUS PHARMACEUTICALS, LLC",ANDA212756,BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE,,FILM,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-23,0,0
34a28940-21e7-4056-9ab8-dfac30198662,23f39005-3008-4ab1-918d-b8acb001554e,Daptomycin,Daptomycin,Hikma Pharmaceuticals USA Inc.,NDA209949,DAPTOMYCIN,,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-23,1,1
3f0a2fa1-9b69-588d-f3f8-f2af5561edd0,ac80d018-6abf-2e41-ddea-90b4ff9e9013,Sumatriptan Succinate,Sumatriptan Succinate,Dr. Reddy's Laboratories Limited,ANDA076847,SUMATRIPTAN SUCCINATE,,TABLET,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-21,0,0
fdafd090-bed3-4f16-8ab1-fd1573aa633e,e13f05f1-7d21-49bb-b8d5-24bf9301c3d7,epinephrine,epinephrine,Amneal Pharmaceuticals of New York LLC,NDA020800,EPINEPHRINE,,INJECTION,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-20,1,1
c9ed5b4f-d25b-4e80-8d0d-fe8e0c1627cb,3ba787b0-e3d5-486e-9256-d76f93a2f809,Microbiota,Lactobacillus Plantarum,"Blue Heron Pharmaceuticals, LLC",,LACTOBACILLUS PLANTARUM 299,,CAPSULE,,DIETARY SUPPLEMENT,2026-03-20,0,0
badb7357-a634-40dc-97d6-e18aeaa3c1b3,bb06af33-8ff7-0b02-0029-d628f62e1382,Fluoxetine,Fluoxetine Hydrochloride,Bryant Ranch Prepack,ANDA078619,FLUOXETINE HYDROCHLORIDE,,CAPSULE,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-20,0,0
6aceb68e-92a2-4e39-b95b-569d30c70ce3,3ccada47-7eb9-285d-5059-06afb4466114,Fluoxetine,Fluoxetine Hydrochloride,Bryant Ranch Prepack,ANDA078619,FLUOXETINE HYDROCHLORIDE,,CAPSULE,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-20,0,0
4d7d9800-75a8-5017-e063-6294a90ac45a,643e177f-216d-4dfa-824a-7516a488304e,Celecoxib,Celecoxib,Mullan Pharmaceutical Inc.,ANDA210071,CELECOXIB,,CAPSULE,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-20,0,0
4d7d8098-7987-1350-e063-6394a90a2398,4a2bad30-e7cf-c48a-e063-6294a90a5f47,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,"NuCare Pharmaceuticals, Inc.",ANDA090548,ATORVASTATIN CALCIUM PROPYLENE GLYCOL SOLVATE,,"TABLET, FILM COATED",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-20,0,0
4d754776-5d90-8e80-e063-6394a90a045e,632ddd78-9e76-4230-944d-dff85d945238,Atorvastatin Calcium,Atorvastatin Calcium,REMEDYREPACK INC.,ANDA214659,ATORVASTATIN CALCIUM TRIHYDRATE,,TABLET,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-20,0,0
471e97b5-a75c-4901-be57-f77ad6a7856f,c2dc2109-44a6-4797-b04e-18761dd9d45a,QuillivantXR,methylphenidate hydrochloride,"NextWave Pharmaceuticals, Inc",NDA202100,METHYLPHENIDATE HYDROCHLORIDE,,"SUSPENSION, EXTENDED RELEASE",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-20,1,1
18efa011-7b8b-430a-a33f-4846b49a6a39,095a08b6-b0b8-4f88-b759-67e8b87287a0,CREXONT,carbidopa and levodopa,Amneal Pharmaceuticals LLC,NDA217186,CARBIDOPA HYDRATE; LEVODOPA,,"CAPSULE, EXTENDED RELEASE",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-20,1,1
0d2e4dbd-fa3b-488d-82f3-561b153984b0,e8fd7b0e-22b9-4f8a-8eb2-41d5031779af,Hydromorphone Hydrochloride,Hydromorphone Hydrochloride,Ascent Pharmaceuticals Inc,ANDA210176,HYDROMORPHONE HYDROCHLORIDE,,SOLUTION,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-20,0,0
ca5262d4-3072-4a53-83e0-435a4d3ca608,1cc7d482-5d45-4621-9ffc-cd3f7c54614d,FOSAPREPITANT DIMEGLUMINE,FOSAPREPITANT DIMEGLUMINE,Hikma Pharmaceuticals USA Inc.,ANDA213106,,,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-19,0,0
c289ffae-421b-4fa3-b4d5-9ccd1d7cecc6,77d5c10a-0cfc-4b89-942c-0fb5c67ae409,Fluoxetine,Fluoxetine Hydrochloride,Bryant Ranch Prepack,ANDA204597,FLUOXETINE HYDROCHLORIDE,,CAPSULE,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-19,0,0
ba15b069-82f1-4008-8f78-5d657918b3ad,7ff89589-149c-4007-8144-5f60131b8c33,Methadone Hydrochloride,Methadone Hydrochloride,"VistaPharm, LLC",ANDA090707,METHADONE HYDROCHLORIDE,,SOLUTION,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-19,0,0
9cfd8ff7-be0f-4956-b637-63d68606b856,c9f0b576-d5e5-4e3e-bb5c-3574d75d9907,Cabergoline,Cabergoline,A-S Medication Solutions,ANDA077750,CABERGOLINE,,TABLET,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-19,0,0
4d664c6a-08f3-91bd-e063-6394a90aac1c,d09173a1-5e3c-4c86-8c7c-15238925ef50,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,REMEDYREPACK INC.,ANDA077073,AMLODIPINE BESYLATE,,TABLET,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-19,0,0
4d66300d-2dc6-87b6-e063-6394a90a4871,3b41cd15-9981-4d44-9c4b-e84168d86453,Divalproex Sodium,Divalproex Sodium,REMEDYREPACK INC.,ANDA203730,DIVALPROEX SODIUM,,"TABLET, EXTENDED RELEASE",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-19,0,1
4d6614ca-f6dc-0920-e063-6294a90ad547,a519e355-84f0-40d1-b586-e6e8eadb5b0f,Atorvastatin Calcium,Atorvastatin Calcium,REMEDYREPACK INC.,ANDA214659,ATORVASTATIN CALCIUM TRIHYDRATE,,TABLET,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-19,0,0
4d65e768-faa2-1d32-e063-6394a90a93dd,260dc37d-6e64-4688-82dc-10a1a428af17,Lamotrigine,Lamotrigine,REMEDYREPACK INC.,ANDA202383,LAMOTRIGINE,,"TABLET, EXTENDED RELEASE",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-19,0,0
4d64347e-0afc-1844-e063-6394a90a02c4,eca923da-59fa-da2e-e053-2a95a90a6a51,Celecoxib,Celecoxib,"Advanced Rx Pharmacy of Tennessee, LLC",ANDA210071,CELECOXIB,,CAPSULE,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-19,0,0
4d628103-5e90-0a21-e063-6394a90a484e,afc83432-8fce-6d2a-e053-2a95a90ae73f,Gabapentin,Gabapentin,"Advanced Rx of Tennessee, LLC",ANDA090858,GABAPENTIN,,CAPSULE,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-19,0,0
4d622f0c-9f42-a920-e063-6394a90a0f73,3b9b15f7-354b-4049-982b-f6f31751a885,Ciprofloxacin,Ciprofloxacin,"PD-Rx Pharmaceuticals, Inc.",ANDA076558,CIPROFLOXACIN HYDROCHLORIDE,,"TABLET, FILM COATED",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-19,0,0
4d5f7647-df9a-fb4f-e063-6294a90a0ee7,8ee94789-72d2-4c42-9dbd-0501e9767d97,Warfarin Sodium,Warfarin,REMEDYREPACK INC.,ANDA202202,WARFARIN SODIUM,,TABLET,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-19,0,0
3c14e8ca-64c9-463f-963d-5a2e31d01ad3,3b7a7f87-72f4-42cb-bc1b-55eefcf8d7dc,"Standardized Grass Pollen, Ryegrass; Standardized Grass Pollen, Sweet Vernal Grass; Standardized Grass Pollen, Bermuda Grass; Standardized Grass Pollen, Orchard Grass; Standardized Grass Pollen, Grass Mix 4; Standardized Grass Pollen, Redtop; Standardized Grass Pollen, Fescue, Meadow; Standardized Grass Pollen, Timothy; Standardized Grass Pollen, Bluegrass, Kentucky June","Standardized Grass Pollen, Ryegrass; Standardized Grass Pollen, Sweet Vernal Grass; Standardized Grass Pollen, Bermuda Grass; Standardized Grass Pollen, Orchard Grass; Standardized Grass Pollen, Grass Mix 4; Standardized Grass Pollen, Redtop; Standardized Grass Pollen, Fescue, Meadow; Standardized Grass Pollen, Timothy; Standardized Grass Pollen, Bluegrass, Kentucky June",Jubilant HollisterStier LLC,BLA103874,LOLIUM PRATENSE POLLEN; LOLIUM PERENNE POLLEN; PHLEUM PRATENSE POLLEN; AGROSTIS GIGANTEA POLLEN; POA PRATENSIS POLLEN; CYNODON DACTYLON POLLEN; ANTHOXANTHUM ODORATUM POLLEN; DACTYLIS GLOMERATA POLLEN,,"INJECTION, SOLUTION",,STANDARDIZED ALLERGENIC,2026-03-19,0,0
337c9f18-b85b-4423-b16c-cded0f6ca361,1a7d2f44-b578-4d99-a4ff-f267626064d0,FOSAPREPITANT DIMEGLUMINE,FOSAPREPITANT DIMEGLUMINE,Hikma Pharmaceuticals USA Inc.,ANDA213106,,,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-19,0,0
7f20976d-bed3-4a06-9aaf-f5b5240e4ce3,7f20976d-bed3-4a06-9aaf-f5b5240e4ce3,Celecoxib,Celecoxib,Preferred Pharmaceutical Inc.,ANDA210071,CELECOXIB,,CAPSULE,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-18,0,0
4d526b67-b106-ed9a-e063-6394a90a5af9,09c6c750-ae05-459f-83e8-4a9e4fd85212,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,"PD-Rx Pharmaceuticals, Inc.",ANDA090548,ATORVASTATIN CALCIUM PROPYLENE GLYCOL SOLVATE,,"TABLET, FILM COATED",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-18,0,0
4d51b7fa-92f9-1fdd-e063-6394a90af262,3fed2817-fc0d-43cd-9f02-948fbc76672c,Cephalexin,Cephalexin,"PD-Rx Pharmaceuticals, Inc.",ANDA062702,CEPHALEXIN,,CAPSULE,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-18,0,0
4d516be1-a3c2-b794-e063-6394a90afb7e,17050df5-9e95-4e1b-ac75-34add289b139,Metformin hydrochlorideER; Metformin hydrochloride,Metformin hydrochloride,"PD-Rx Pharmaceuticals, Inc.",ANDA207427,METFORMIN HYDROCHLORIDE,,"TABLET, EXTENDED RELEASE",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-18,0,0
4d4cc131-e69c-4e1a-e063-6394a90a0454,c7e470d6-508e-466e-a78d-060bbbc9745c,ALENDRONATE SODIUM,Alendronate sodium,REMEDYREPACK INC.,ANDA076768,ALENDRONATE SODIUM,,TABLET,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-18,0,0
a43227b5-2dc1-40bf-a9cb-b564d480b897,a822d44d-c651-406c-a2b9-aa8fbe8f89ce,Mupirocin,Mupirocin,"PAI Holdings, LLC dba PAI Pharma",ANDA065170,MUPIROCIN,,OINTMENT,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-17,0,0
6cdb2cd7-3d68-4e1b-bb74-c3bd808a28a4,5a29687b-5294-4b27-a556-514b092a877d,Methylphenidate Hydrochloride,Methylphenidate Hydrochloride,Bryant Ranch Prepack,ANDA091695,METHYLPHENIDATE HYDROCHLORIDE,,"TABLET, EXTENDED RELEASE",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-17,0,0
63f67d96-85b5-47bd-932e-62f09e64d6af,cd2c1226-fa19-4734-b62d-89fea73dcb0d,Methylphenidate Hydrochloride,Methylphenidate Hydrochloride,Bryant Ranch Prepack,ANDA091695,METHYLPHENIDATE HYDROCHLORIDE,,"TABLET, EXTENDED RELEASE",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-17,0,0
4d3f3b6d-7f22-1f5c-e063-6294a90a45b3,4cb1f7b3-c412-6fc7-e063-6394a90a63c9,Halobetasol Propionate,Halobetasol propionate,"Coral Way Pharma, LLC",NDA208183,HALOBETASOL PROPIONATE,,LOTION,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-17,1,1
4d3e5d39-a74d-85aa-e063-6294a90aa28c,32afb28a-dc4c-4a7e-9701-1825f805e7df,Fluoxetine,Fluoxetine Hydrochloride,REMEDYREPACK INC.,ANDA078619,FLUOXETINE HYDROCHLORIDE,,CAPSULE,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-17,0,0
4d3bc865-2e42-28c2-e063-6394a90aec0a,4c3b2aa4-fe65-507c-e063-6394a90a7b00,Metaxalone,Metaxalone,AvKARE,ANDA203399,METAXALONE,,TABLET,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-17,0,1
4d3b1449-8aaa-4caf-e063-6394a90a8a01,c172a767-eb26-4995-b2a2-f3c5e87b4943,MELOXICAM,MELOXICAM,Direct Rx,ANDA077927,MELOXICAM,,TABLET,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-17,0,0
4d3aa6d9-0373-effd-e063-6294a90acfa5,051acbc2-7bf8-4059-e063-6394a90a115b,Isoproterenol hydrochloride,Isoproterenol hydrochloride,"KVK-Tech, Inc.",ANDA215542,ISOPROTERENOL HYDROCHLORIDE,,"INJECTION, SOLUTION",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-17,0,0
4d3a5007-c37f-70b6-e063-6394a90acf0c,dc633b7d-5154-7e43-e053-2a95a90ad2a6,Azithromycin,Azithromycin,AvKARE,ANDA210000,AZITHROMYCIN DIHYDRATE,,"TABLET, FILM COATED",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-17,0,0
4d32fc20-a85a-ae84-e063-6294a90ade10,45d33807-88b2-4b42-9c86-e5b05d7adec1,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE HYDROCHLORIDE,Granules Pharmaceuticals Inc.,ANDA210992,METHYLPHENIDATE HYDROCHLORIDE,,"TABLET, EXTENDED RELEASE",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-17,0,0
4d2e9776-65f4-cb00-e063-6394a90a1bf7,4d34f8f3-edc8-0a68-e063-6394a90a9c1f,OLANZAPINE,Olanzapine,HEC Pharm USA Inc.,ANDA206238,OLANZAPINE,,TABLET,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-16,0,0
4d2b8a5c-2f5f-60c0-e063-6394a90aa48a,1d4c6858-5b2f-f216-e063-6394a90aad5d,Modafinil,modafinil,"Golden State Medical Supply, Inc.",ANDA077667,MODAFINIL,,TABLET,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-16,0,0
